%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1446039802729993260,1,1446039802718951940,robocape_mag,-23.4,-1.5,-1.05,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039802754680760,2,1446039802749919891,robocape_mag,-23.4,-1.5,-1.05,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039802789383385,3,1446039802783587932,robocape_mag,-23.4,-1.5,-1.05,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039802821660385,4,1446039802816910028,robocape_mag,-17.7,-9.0,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039802854729677,5,1446039802849977970,robocape_mag,-17.7,-9.0,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039802889132677,6,1446039802883290052,robocape_mag,-17.7,-9.0,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039802921868719,7,1446039802916893959,robocape_mag,-17.7,-9.0,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039802963200594,8,1446039802958065032,robocape_mag,-11.1,-13.2,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039802989177594,9,1446039802983479022,robocape_mag,-11.1,-13.2,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803021831385,10,1446039803016890048,robocape_mag,-11.1,-13.2,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803054744177,11,1446039803049947977,robocape_mag,-11.1,-13.2,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803089594802,12,1446039803083756923,robocape_mag,-11.1,-13.2,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803121657010,13,1446039803116796016,robocape_mag,-0.3,-16.2,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803154855135,14,1446039803150139093,robocape_mag,-0.3,-16.2,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803189289094,15,1446039803183346986,robocape_mag,-0.3,-16.2,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803221812261,16,1446039803216923952,robocape_mag,-0.3,-16.2,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803254848886,17,1446039803250000000,robocape_mag,-0.3,-16.2,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803289400511,18,1446039803283360958,robocape_mag,7.5,-19.8,4.05,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803323424886,19,1446039803318542957,robocape_mag,7.5,-19.8,4.05,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446039803363437261,20,1446039803350303888,robocape_mag,7.5,-19.8,4.05,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
