%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1452010245817895289,1,1452010245392992973,robocape_mag,9.45,-11.7,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245826756873,2,1452010245420782089,robocape_mag,8.85,-12.3,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245829037206,3,1452010245457204103,robocape_mag,8.85,-12.3,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245829084206,4,1452010245499670028,robocape_mag,8.85,-12.3,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245829117581,5,1452010245539230108,robocape_mag,8.85,-12.3,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245829148998,6,1452010245569094896,robocape_mag,10.35,-11.4,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245829189331,7,1452010245592390060,robocape_mag,10.35,-11.4,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245830838623,8,1452010245619496107,robocape_mag,10.35,-11.4,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245834292581,9,1452010245653126955,robocape_mag,10.35,-11.4,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245834340581,10,1452010245709235906,robocape_mag,10.35,-11.4,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245834406331,11,1452010245746926069,robocape_mag,8.55,-10.8,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245838033914,12,1452010245771048069,robocape_mag,8.55,-10.8,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245838289456,13,1452010245794768095,robocape_mag,8.55,-10.8,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245842400456,14,1452010245831348896,robocape_mag,8.55,-10.8,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245862263164,15,1452010245856240034,robocape_mag,8.55,-10.8,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245891043623,16,1452010245885973930,robocape_mag,9.15,-12.0,2.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245930692373,17,1452010245920377969,robocape_mag,9.15,-12.0,2.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245956800748,18,1452010245952049970,robocape_mag,9.15,-12.0,2.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010245991011581,19,1452010245985835075,robocape_mag,9.15,-12.0,2.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246023178664,20,1452010246018440961,robocape_mag,9.15,-12.0,2.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246056743206,21,1452010246052068948,robocape_mag,11.25,-10.5,0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246091651331,22,1452010246085685014,robocape_mag,11.25,-10.5,0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246124323789,23,1452010246118550062,robocape_mag,11.25,-10.5,0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246157301456,24,1452010246151880979,robocape_mag,11.25,-10.5,0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246190936164,25,1452010246185302019,robocape_mag,11.25,-10.5,0.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246223681789,26,1452010246218431949,robocape_mag,10.65,-11.7,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246256907623,27,1452010246251882076,robocape_mag,10.65,-11.7,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246292486123,28,1452010246285105943,robocape_mag,10.65,-11.7,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246323767248,29,1452010246318523883,robocape_mag,10.65,-11.7,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246357124498,30,1452010246352060079,robocape_mag,10.65,-11.7,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246392622289,31,1452010246385478973,robocape_mag,10.35,-12.0,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246423637581,32,1452010246418601036,robocape_mag,10.35,-12.0,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246456719456,33,1452010246451858043,robocape_mag,10.35,-12.0,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246493009165,34,1452010246485362052,robocape_mag,10.35,-12.0,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246523367623,35,1452010246518538951,robocape_mag,9.75,-10.2,3.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246557012665,36,1452010246552216053,robocape_mag,9.75,-10.2,3.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246590326956,37,1452010246585517883,robocape_mag,9.75,-10.2,3.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246624933415,38,1452010246619970083,robocape_mag,9.75,-10.2,3.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246658074915,39,1452010246653080940,robocape_mag,9.75,-10.2,3.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246691559665,40,1452010246686774015,robocape_mag,10.65,-12.3,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246725629248,41,1452010246718806982,robocape_mag,10.65,-12.3,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246758740998,42,1452010246753607034,robocape_mag,10.65,-12.3,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246798156248,43,1452010246786612033,robocape_mag,10.65,-12.3,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246828118956,44,1452010246822575092,robocape_mag,10.65,-12.3,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246858400665,45,1452010246853512048,robocape_mag,9.45,-10.5,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246896580331,46,1452010246888541936,robocape_mag,9.45,-10.5,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246924448581,47,1452010246919359922,robocape_mag,9.45,-10.5,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246963500081,48,1452010246957443952,robocape_mag,9.45,-10.5,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010246990844123,49,1452010246986064910,robocape_mag,9.45,-10.5,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247029009498,50,1452010247023866891,robocape_mag,9.45,-11.1,1.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247061831581,51,1452010247056476116,robocape_mag,9.45,-11.1,1.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247094580206,52,1452010247089468002,robocape_mag,9.45,-11.1,1.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247159855457,53,1452010247122024059,robocape_mag,9.45,-11.1,1.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247177805832,54,1452010247171123027,robocape_mag,11.85,-9.9,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247199757665,55,1452010247194283962,robocape_mag,11.85,-9.9,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247228024123,56,1452010247222907066,robocape_mag,11.85,-9.9,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247261763998,57,1452010247256393909,robocape_mag,11.85,-9.9,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247294646457,58,1452010247289339065,robocape_mag,11.85,-9.9,2.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247330398165,59,1452010247325520992,robocape_mag,10.95,-11.4,1.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247361886748,60,1452010247355314970,robocape_mag,10.95,-11.4,1.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247396646832,61,1452010247388396978,robocape_mag,10.95,-11.4,1.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247427108873,62,1452010247422281026,robocape_mag,10.95,-11.4,1.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247459932290,63,1452010247454669952,robocape_mag,10.95,-11.4,1.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1452010247497827915,64,1452010247488343000,robocape_mag,10.35,-11.4,1.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
