%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1446040893887827989,1,1446040893886558055,robocape,1495.0,1495.0
1446040893922989322,2,1446040893920289993,robocape,1498.0,1488.0
1446040893959003281,3,1446040893957719087,robocape,1502.0,1489.0
1446040893988640447,4,1446040893983459949,robocape,1501.0,1489.0
1446040894018836322,5,1446040894014574050,robocape,1495.0,1495.0
1446040894053815489,6,1446040894052660942,robocape,1495.0,1495.0
1446040894087952114,7,1446040894080480098,robocape,1495.0,1497.0
1446040894135947739,8,1446040894134654998,robocape,1494.0,1495.0
1446040894163845197,9,1446040894162508010,robocape,1501.0,1489.0
1446040894200215406,10,1446040894198983907,robocape,1502.0,1489.0
1446040894250427989,11,1446040894249069929,robocape,1501.0,1489.0
1446040894279653031,12,1446040894278068065,robocape,1497.0,1495.0
1446040894320015822,13,1446040894316442012,robocape,1494.0,1497.0
1446040894346060822,14,1446040894344692945,robocape,1495.0,1495.0
1446040894385041822,15,1446040894381166934,robocape,1501.0,1490.0
1446040894410784322,16,1446040894409087896,robocape,1502.0,1489.0
1446040894444064573,17,1446040894442078113,robocape,1499.0,1489.0
1446040894475730989,18,1446040894474441051,robocape,1502.0,1490.0
1446040894510754031,19,1446040894507831096,robocape,1494.0,1494.0
1446040894552891406,20,1446040894545854091,robocape,1497.0,1495.0
1446040894576419823,21,1446040894575088024,robocape,1495.0,1495.0
1446040894612632989,22,1446040894611380100,robocape,1502.0,1490.0
1446040894641710239,23,1446040894639552116,robocape,1502.0,1489.0
1446040894674045073,24,1446040894672024011,robocape,1501.0,1489.0
1446040894706405448,25,1446040894703977108,robocape,1501.0,1490.0
1446040894742435448,26,1446040894741028070,robocape,1495.0,1495.0
1446040894794937698,27,1446040894787763118,robocape,1497.0,1495.0
1446040894821673573,28,1446040894819900989,robocape,1503.0,1495.0
1446040894854987198,29,1446040894853240966,robocape,1539.0,1495.0
1446040894888359448,30,1446040894885798931,robocape,1570.0,1490.0
1446040894919646239,31,1446040894918289899,robocape,1600.0,1490.0
1446040894956095948,32,1446040894954632043,robocape,1611.0,1490.0
1446040894990147739,33,1446040894985357046,robocape,1625.0,1497.0
1446040895027232823,34,1446040895021990060,robocape,1627.0,1495.0
1446040895054020614,35,1446040895050015926,robocape,1628.0,1495.0
1446040895091745489,36,1446040895090297937,robocape,1627.0,1495.0
1446040895117697864,37,1446040895115967035,robocape,1637.0,1490.0
1446040895150768323,38,1446040895148699998,robocape,1644.0,1490.0
1446040895183394115,39,1446040895181570053,robocape,1641.0,1490.0
1446040895219548615,40,1446040895217792987,robocape,1644.0,1495.0
1446040895251842198,41,1446040895250477075,robocape,1645.0,1495.0
1446040895286154448,42,1446040895284863948,robocape,1653.0,1495.0
1446040895331397281,43,1446040895329641103,robocape,1656.0,1495.0
1446040895363970323,44,1446040895362250089,robocape,1661.0,1489.0
1446040895396965990,45,1446040895395118951,robocape,1669.0,1490.0
1446040895431439948,46,1446040895429641962,robocape,1663.0,1489.0
1446040895464552115,47,1446040895462800979,robocape,1666.0,1495.0
1446040895499101365,48,1446040895497250080,robocape,1665.0,1495.0
1446040895538180448,49,1446040895529697895,robocape,1666.0,1495.0
1446040895562421365,50,1446040895561080932,robocape,1666.0,1495.0
1446040895601482531,51,1446040895596718072,robocape,1674.0,1490.0
1446040895627314156,52,1446040895625253915,robocape,1674.0,1490.0
1446040895660221948,53,1446040895658143997,robocape,1670.0,1490.0
1446040895693210573,54,1446040895691247940,robocape,1666.0,1494.0
1446040895728382031,55,1446040895726959943,robocape,1667.0,1495.0
1446040895774990656,56,1446040895773117065,robocape,1666.0,1497.0
1446040895807692823,57,1446040895805912971,robocape,1674.0,1497.0
1446040895840972615,58,1446040895839205026,robocape,1673.0,1489.0
1446040895872785573,59,1446040895871424913,robocape,1673.0,1489.0
1446040895926361115,60,1446040895924997091,robocape,1667.0,1489.0
1446040895976773365,61,1446040895973445892,robocape,1667.0,1495.0
1446040896012800740,62,1446040896008018016,robocape,1666.0,1495.0
1446040896037193073,63,1446040896035880088,robocape,1669.0,1495.0
1446040896087978073,64,1446040896086577892,robocape,1675.0,1490.0
1446040896123525657,65,1446040896121975898,robocape,1677.0,1490.0
1446040896158756282,66,1446040896157387018,robocape,1673.0,1489.0
1446040896197553198,67,1446040896190331935,robocape,1677.0,1497.0
1446040896220868323,68,1446040896219532012,robocape,1677.0,1495.0
1446040896256639198,69,1446040896255388021,robocape,1678.0,1495.0
1446040896284680240,70,1446040896282582998,robocape,1692.0,1497.0
1446040896317430532,71,1446040896315551042,robocape,1705.0,1489.0
1446040896352073740,72,1446040896350326061,robocape,1707.0,1489.0
1446040896402319448,73,1446040896400985002,robocape,1705.0,1489.0
1446040896438061740,74,1446040896430418968,robocape,1709.0,1495.0
1446040896465362948,75,1446040896463298082,robocape,1133.0,1495.0
1446040896498364573,76,1446040896496349096,robocape,1724.0,1494.0
1446040896538341199,77,1446040896535212039,robocape,1729.0,1495.0
1446040896571430157,78,1446040896566564083,robocape,1738.0,1490.0
1446040896598797740,79,1446040896595937967,robocape,1738.0,1489.0
1446040896632806865,80,1446040896631478071,robocape,1733.0,1490.0
1446040896662159990,81,1446040896660480022,robocape,1732.0,1495.0
1446040896695549157,82,1446040896693383932,robocape,1115.0,1494.0
1446040896728334532,83,1446040896726344108,robocape,1733.0,1495.0
1446040896762342782,84,1446040896760904073,robocape,1733.0,1495.0
1446040896814967407,85,1446040896813642024,robocape,733.0,9011.0
1446040896865857782,86,1446040896864105939,robocape,1749.0,1490.0
1446040896908708490,87,1446040896906924009,robocape,1751.0,1497.0
1446040896942320907,88,1446040896940232992,robocape,1751.0,1494.0
1446040896976541699,89,1446040896974771976,robocape,1750.0,1495.0
1446040897041388074,90,1446040897039490938,robocape,1758.0,1489.0
1446040897090818740,91,1446040897089478015,robocape,1762.0,1490.0
1446040897158550449,92,1446040897157246112,robocape,1754.0,1495.0
1446040897208194824,93,1446040897206556081,robocape,1763.0,1495.0
1446040897253974241,94,1446040897252099037,robocape,1765.0,1495.0
1446040897286734366,95,1446040897285017013,robocape,1771.0,1489.0
1446040897319037074,96,1446040897317539930,robocape,1767.0,1490.0
1446040897357339199,97,1446040897355593919,robocape,1770.0,1490.0
1446040897386779449,98,1446040897385413885,robocape,1782.0,1497.0
1446040897424541157,99,1446040897423110008,robocape,1795.0,1495.0
1446040897458840282,100,1446040897453758001,robocape,1804.0,1495.0
1446040897484780782,101,1446040897483381986,robocape,1822.0,1495.0
1446040897542901657,102,1446040897539242029,robocape,1850.0,1489.0
1446040897603227741,103,1446040897597326993,robocape,1876.0,1489.0
1446040897633006032,104,1446040897631656885,robocape,1877.0,1495.0
1446040897702273574,105,1446040897700869083,robocape,1876.0,1495.0
1446040897749992282,106,1446040897748636007,robocape,1884.0,1490.0
1446040897796542074,107,1446040897794431924,robocape,1876.0,1489.0
1446040897829142949,108,1446040897827256917,robocape,1876.0,1489.0
1446040897928093407,109,1446040897926201105,robocape,1875.0,1495.0
1446040898045627616,110,1446040898042323112,robocape,1830.0,1489.0
1446040898123942991,111,1446040898122613906,robocape,1829.0,1488.0
1446040898159028783,112,1446040898157733917,robocape,1809.0,1497.0
1446040898343948033,113,1446040898338653087,robocape,1768.0,1495.0
