%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1446038728136122540,1,1446038728131216049,robocape_mag,22.65,7.05,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728169213956,2,1446038728164594888,robocape_mag,22.65,7.05,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728203198873,3,1446038728198260068,robocape_mag,22.65,7.05,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728236104373,4,1446038728231300115,robocape_mag,25.05,7.65,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728269200581,5,1446038728264394998,robocape_mag,25.05,7.65,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728303190831,6,1446038728298312902,robocape_mag,25.05,7.65,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728336921040,7,1446038728331284999,robocape_mag,25.05,7.65,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728369187415,8,1446038728364342927,robocape_mag,25.05,7.65,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728403096540,9,1446038728398212909,robocape_mag,30.45,2.85,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728436348081,10,1446038728431502103,robocape_mag,30.45,2.85,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728469627956,11,1446038728464449882,robocape_mag,30.45,2.85,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728502967873,12,1446038728498166084,robocape_mag,30.45,2.85,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728536709831,13,1446038728531485080,robocape_mag,30.45,2.85,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728569592831,14,1446038728564795017,robocape_mag,28.65,-1.35,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728603157790,15,1446038728598275899,robocape_mag,28.65,-1.35,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728636003915,16,1446038728631227016,robocape_mag,28.65,-1.35,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728669274748,17,1446038728664431095,robocape_mag,28.65,-1.35,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728703567623,18,1446038728698360919,robocape_mag,28.65,-1.35,2.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728737787540,19,1446038728732630968,robocape_mag,26.85,-10.95,4.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728769321748,20,1446038728764309883,robocape_mag,26.85,-10.95,4.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728810244040,21,1446038728805253028,robocape_mag,26.85,-10.95,4.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728835658748,22,1446038728831008911,robocape_mag,26.85,-10.95,4.65,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728869373707,23,1446038728864335060,robocape_mag,20.25,-15.15,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728902965623,24,1446038728898067951,robocape_mag,20.25,-15.15,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728936087082,25,1446038728931402921,robocape_mag,20.25,-15.15,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038728969774998,26,1446038728964435100,robocape_mag,20.25,-15.15,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729003206040,27,1446038728998321056,robocape_mag,20.25,-15.15,6.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729036781040,28,1446038729031414031,robocape_mag,16.65,-12.75,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729077085248,29,1446038729072379112,robocape_mag,16.65,-12.75,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729102884248,30,1446038729098227024,robocape_mag,16.65,-12.75,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729142791582,31,1446038729138196945,robocape_mag,16.65,-12.75,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729169322248,32,1446038729164442062,robocape_mag,16.65,-12.75,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729206742582,33,1446038729201546907,robocape_mag,14.85,-14.55,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729235981457,34,1446038729231329917,robocape_mag,14.85,-14.55,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729279728873,35,1446038729274897098,robocape_mag,14.85,-14.55,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729303296373,36,1446038729298360109,robocape_mag,14.85,-14.55,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729335988665,37,1446038729331119060,robocape_mag,14.85,-14.55,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729369331290,38,1446038729364322900,robocape_mag,13.95,-15.45,7.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729404119123,39,1446038729398363113,robocape_mag,13.95,-15.45,7.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729435955457,40,1446038729431201934,robocape_mag,13.95,-15.45,7.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729469769123,41,1446038729464484930,robocape_mag,13.95,-15.45,7.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729502786165,42,1446038729498136997,robocape_mag,13.95,-15.45,7.35,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729536509832,43,1446038729531203031,robocape_mag,12.15,-13.65,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729569479249,44,1446038729564443111,robocape_mag,12.15,-13.65,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729602916582,45,1446038729598238945,robocape_mag,12.15,-13.65,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729635854082,46,1446038729631123065,robocape_mag,12.15,-13.65,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729669493707,47,1446038729664496898,robocape_mag,11.25,-15.75,5.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729703069249,48,1446038729698194026,robocape_mag,11.25,-15.75,5.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729735883582,49,1446038729731117010,robocape_mag,11.25,-15.75,5.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729769448290,50,1446038729764462947,robocape_mag,11.25,-15.75,5.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729810468374,51,1446038729805484056,robocape_mag,11.25,-15.75,5.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729835897915,52,1446038729831316947,robocape_mag,11.25,-16.95,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729869371290,53,1446038729864455938,robocape_mag,11.25,-16.95,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729903212957,54,1446038729898293018,robocape_mag,11.25,-16.95,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729935823957,55,1446038729931128978,robocape_mag,11.25,-16.95,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038729969255290,56,1446038729964478015,robocape_mag,11.25,-16.95,5.25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446038730003240707,57,1446038729998265981,robocape_mag,10.65,-18.75,3.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
