%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1446036911805794782,1,1446036911802615880,robocape,-6.34422712311,13.6272417078,24.7324313604,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.254731358266,0.00266316109008,0.0953411670248,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0646655273438,-2.36388427734,9.94771362305,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036911836456407,2,1446036911833182096,robocape,-6.36022744633,13.626756374,24.7057564085,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.0173105470855,0.0173105470855,0.0202400242846,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.259859619141,-2.35789672852,10.0051940918,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036911874899782,3,1446036911866300106,robocape,-5.95227755734,13.6350152159,24.5252824278,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.227034482929,0.0263652947918,-0.0653806047614,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.102985839844,-2.17827026367,9.93933105469,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036911903217282,4,1446036911900254964,robocape,-5.53371365763,13.6501069787,24.3079277569,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.237953443399,0.0307595105904,-0.085087996828,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.235909423828,0.866997070313,10.193203125,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036911936930907,5,1446036911933696031,robocape,-5.46921932303,13.6448252936,24.1990377265,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0374174133156,0.017177389031,-0.0259658206283,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0514929199219,-1.36037109375,10.0662670898,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036911969356616,6,1446036911966417074,robocape,-5.23164467861,13.6248720683,23.8104660993,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.165781777857,0.018242653467,-0.177632844708,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.117355957031,0.113763427734,9.9980090332,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912003076782,7,1446036912000096082,robocape,-5.63432718684,13.5940130321,23.7422164807,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.213718677479,0.00386158358061,-0.0033289513626,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.15328125,1.12805419922,10.0722546387,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912036175324,8,1446036912033225059,robocape,-6.41280593188,13.5638670334,24.0135596438,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.457797391385,-0.00785632521573,0.180695479962,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.180823974609,-0.847836914063,10.1069824219,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912069324449,9,1446036912066345930,robocape,-6.76056045053,13.5431337397,24.1444862148,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.213186045261,0.000532632218016,0.104129598622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.347277832031,-3.09556274414,9.91538085938,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912102523741,10,1446036912099472045,robocape,-6.41025444936,13.5560823135,23.996266166,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.192013914595,0.0279631914458,-0.0482032157304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.243094482422,-3.39613769531,9.89382568359,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912136860866,11,1446036912133660078,robocape,-5.59780627183,13.5799068757,23.5844640531,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.470980038781,0.0416784710597,-0.192413388758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0371228027344,-0.683778076172,10.1309326172,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912169657282,12,1446036912166398048,robocape,-5.1336616038,13.5971812477,23.5604347155,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.237154495072,0.0239684498107,0.015845808486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.312550048828,0.925675048828,10.0459094238,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912203084532,13,1446036912199904918,robocape,-5.14067205996,13.6042432402,23.6423409047,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.0246342400832,0.0170442309765,0.0752343007947,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.126936035156,-0.829874267578,9.98363891602,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912236167949,14,1446036912232943058,robocape,-5.06404405336,13.5892139195,23.4011360541,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0619184953443,0.0157126504315,-0.0985369603329,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0742456054688,-0.176033935547,10.0578845215,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912269768574,15,1446036912266191005,robocape,-5.40245039011,13.5670810801,23.3882886963,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.186687592415,0.00599211245268,0.0251668723012,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0586779785156,0.290994873047,10.1033898926,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912303208907,16,1446036912299676895,robocape,-6.05274791911,13.5503902535,23.7102779068,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.396012054095,-0.00279631914458,0.206261826427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.176033935547,-1.63220581055,10.1237475586,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912336368949,17,1446036912332894086,robocape,-6.30361930626,13.5461672248,23.9027702522,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-0.169377045329,0.00652474467069,0.136220689758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.331710205078,-2.91354125977,9.91897338867,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912370091824,18,1446036912366077899,robocape,-5.97438689826,13.5646815946,23.728751759,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.184823379651,0.0315584589174,-0.0619184953443,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.166453857422,-2.95665161133,9.9213684082,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912403180324,19,1446036912399807929,robocape,-5.47575222169,13.5911211814,23.6499737596,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.262055051264,0.0307595105904,-0.0126500151779,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.161663818359,0.464633789063,10.1285375977,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912436468032,20,1446036912433057069,robocape,-5.27168294206,13.6196937739,23.8731679468,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0675111336335,0.0223705531567,0.150468601589,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0538879394531,-0.655037841797,10.0770446777,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912469326324,21,1446036912466247081,robocape,-5.08395730413,13.6388914918,24.0433058759,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.066046395034,0.0198405501211,0.122239094035,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0203576660156,-0.790356445313,10.0638720703,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912503335491,22,1446036912500013113,robocape,-4.74744648895,13.6497984703,23.9500098184,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.179363899417,0.0235689756472,-0.0195742340121,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0131726074219,-1.07177124023,10.0315393066,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1446036912536231074,23,1446036912533155918,robocape,-4.49878113285,13.6361304922,23.7135749819,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.152332814353,0.0147805440499,-0.0968059056244,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00838256835938,0.961600341797,10.0171691895,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
