%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1446037376355300670,1,1446037376135240077,robocape,1489.0,1560.0
1446037376366608587,2,1446037376181631088,robocape,1492.0,1360.0
1446037376366675379,3,1446037376210212945,robocape,1494.0,1560.0
1446037376366751004,4,1446037376250669002,robocape,1493.0,1360.0
1446037376366857170,5,1446037376284259080,robocape,1488.0,1360.0
1446037376366983379,6,1446037376324827909,robocape,1489.0,1560.0
1446037376383953504,7,1446037376356448888,robocape,1485.0,1360.0
1446037376396309004,8,1446037376390810012,robocape,1493.0,1560.0
1446037376426693587,9,1446037376425504922,robocape,1494.0,1560.0
1446037376453391587,10,1446037376452162027,robocape,1492.0,1560.0
1446037376486676795,11,1446037376485429048,robocape,1492.0,1560.0
1446037376519760212,12,1446037376518491029,robocape,1486.0,1360.0
1446037376552699795,13,1446037376551435947,robocape,1486.0,1360.0
1446037376585523795,14,1446037376584273099,robocape,1488.0,1560.0
1446037376618603254,15,1446037376617295980,robocape,1494.0,1560.0
1446037376651357837,16,1446037376650039911,robocape,1494.0,1360.0
1446037376684191920,17,1446037376682857990,robocape,1493.0,1360.0
1446037376717293337,18,1446037376715842008,robocape,1494.0,1560.0
1446037376749235212,19,1446037376748001098,robocape,1486.0,1360.0
1446037376783519379,20,1446037376781322956,robocape,1489.0,1360.0
1446037376817115671,21,1446037376813971996,robocape,1486.0,1560.0
1446037376850263296,22,1446037376846802949,robocape,1489.0,1560.0
1446037376883733379,23,1446037376879934072,robocape,1492.0,1560.0
1446037376916473796,24,1446037376914463043,robocape,1493.0,1560.0
1446037376949828087,25,1446037376947787046,robocape,1493.0,1560.0
1446037376983434421,26,1446037376981240987,robocape,1494.0,1560.0
1446037377028713504,27,1446037377027359008,robocape,1489.0,1560.0
1446037377061754837,28,1446037377060188055,robocape,1488.0,1360.0
1446037377094347171,29,1446037377093007087,robocape,1489.0,1560.0
1446037377127358004,30,1446037377125834941,robocape,1494.0,1560.0
1446037377160003962,31,1446037377158713102,robocape,1493.0,1560.0
1446037377193175921,32,1446037377191725969,robocape,1493.0,1360.0
1446037377225780712,33,1446037377224519968,robocape,1486.0,1360.0
1446037377258593462,34,1446037377257347106,robocape,1489.0,1360.0
1446037377291534337,35,1446037377290159940,robocape,1486.0,1360.0
1446037377324441421,36,1446037377323112010,robocape,1488.0,1360.0
1446037377357513837,37,1446037377356141090,robocape,1494.0,1560.0
1446037377390159962,38,1446037377388837099,robocape,1494.0,1360.0
1446037377423051504,39,1446037377421675920,robocape,1493.0,1560.0
1446037377455890421,40,1446037377454516887,robocape,1494.0,1360.0
1446037377488656504,41,1446037377487353086,robocape,1488.0,1560.0
1446037377521625254,42,1446037377520145893,robocape,1489.0,1560.0
1446037377555025546,43,1446037377553672075,robocape,1486.0,1360.0
1446037377587055504,44,1446037377585810899,robocape,1488.0,1360.0
1446037377620713463,45,1446037377619379043,robocape,1490.0,1310.0
1446037377653344129,46,1446037377652106046,robocape,1493.0,1255.0
1446037377686224713,47,1446037377684967041,robocape,1493.0,1255.0
1446037377719228338,48,1446037377717767000,robocape,1494.0,1259.0
1446037377751999004,49,1446037377750677108,robocape,1494.0,1261.0
1446037377784682671,50,1446037377783349037,robocape,1488.0,1259.0
1446037377817854921,51,1446037377816289901,robocape,1488.0,1259.0
1446037377867499129,52,1446037377865768909,robocape,1488.0,1259.0
1446037377900079671,53,1446037377898351907,robocape,1494.0,1254.0
1446037377932588129,54,1446037377930742979,robocape,1492.0,1257.0
1446037377965731046,55,1446037377963606119,robocape,1495.0,1261.0
1446037377997914796,56,1446037377996602058,robocape,1490.0,1267.0
1446037378030954338,57,1446037378029613971,robocape,1490.0,1271.0
