%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1446036228379521052,1,1446036228364459991,robocape_mag,12.6,-27.15,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228404499427,2,1446036228399431943,robocape_mag,12.6,-27.15,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228435124010,3,1446036228430041074,robocape_mag,12.6,-27.15,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228467232927,4,1446036228462460994,robocape_mag,14.1,-28.05,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228500813010,5,1446036228495889902,robocape_mag,14.1,-28.05,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228534016635,6,1446036228529040098,robocape_mag,14.1,-28.05,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228567363635,7,1446036228562536001,robocape_mag,14.1,-28.05,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228600613343,8,1446036228595685005,robocape_mag,14.1,-28.05,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228633929927,9,1446036228629100084,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228667775135,10,1446036228662910938,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228701079343,11,1446036228696233034,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228734201427,12,1446036228729433059,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228767472260,13,1446036228762540102,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228802764135,14,1446036228795732021,robocape_mag,12.6,-27.75,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228833968552,15,1446036228829221010,robocape_mag,12.6,-27.75,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228867656343,16,1446036228862709045,robocape_mag,12.6,-27.75,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228902918760,17,1446036228897639989,robocape_mag,12.6,-27.75,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228933880343,18,1446036228929088115,robocape_mag,12.6,-27.75,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036228971446719,19,1446036228964345932,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229000418552,20,1446036228995528936,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229034028177,21,1446036229029017925,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229068223052,22,1446036229062525987,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229101193635,23,1446036229095598936,robocape_mag,13.5,-28.65,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229134070052,24,1446036229128875017,robocape_mag,12.9,-26.85,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229167944052,25,1446036229162595033,robocape_mag,12.9,-26.85,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229205558510,26,1446036229195511102,robocape_mag,12.9,-26.85,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229235327635,27,1446036229230318069,robocape_mag,12.9,-26.85,8.55,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229267882469,28,1446036229262558937,robocape_mag,12.9,-28.05,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229301038010,29,1446036229295687913,robocape_mag,12.9,-28.05,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229333872094,30,1446036229328962087,robocape_mag,12.9,-28.05,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229367494385,31,1446036229362440109,robocape_mag,12.9,-28.05,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229400565302,32,1446036229395705938,robocape_mag,12.9,-28.05,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229433781719,33,1446036229428998947,robocape_mag,13.5,-27.45,7.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229467423469,34,1446036229462527036,robocape_mag,13.5,-27.45,7.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229503635885,35,1446036229498766899,robocape_mag,13.5,-27.45,7.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229534093010,36,1446036229529201030,robocape_mag,13.5,-27.45,7.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229568465010,37,1446036229563518047,robocape_mag,13.5,-27.45,7.95,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229603408594,38,1446036229596878051,robocape_mag,14.4,-28.35,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229635046552,39,1446036229630223989,robocape_mag,14.4,-28.35,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229668034969,40,1446036229663074016,robocape_mag,14.4,-28.35,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229711139594,41,1446036229703501939,robocape_mag,14.4,-28.35,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229735490969,42,1446036229730433940,robocape_mag,14.4,-28.35,8.85,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229769192802,43,1446036229764096021,robocape_mag,15.3,-27.45,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229802011469,44,1446036229797077894,robocape_mag,15.3,-27.45,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229837830969,45,1446036229832248926,robocape_mag,15.3,-27.45,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229868198094,46,1446036229863277912,robocape_mag,15.3,-27.45,9.75,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229910077761,47,1446036229901004076,robocape_mag,14.1,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229934912844,48,1446036229930052042,robocape_mag,14.1,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036229972446844,49,1446036229966931104,robocape_mag,14.1,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230006206802,50,1446036230000927925,robocape_mag,14.1,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230038475844,51,1446036230033457994,robocape_mag,14.1,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230072056719,52,1446036230066801071,robocape_mag,13.5,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230105729594,53,1446036230098995923,robocape_mag,13.5,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230138806344,54,1446036230133776903,robocape_mag,13.5,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230172167719,55,1446036230167087078,robocape_mag,13.5,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230213730136,56,1446036230202234983,robocape_mag,13.5,-27.45,9.15,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230238112177,57,1446036230233216047,robocape_mag,12.0,-27.15,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
1446036230271959052,58,1446036230266906976,robocape_mag,12.0,-27.15,9.45,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
